App_Name, Date, Time, Rating, Comment_Upvotes, Review, Response_Date, Response_Time, Response,Priority
EatSure QuickiES Food Delivery,2025-02-23,12:51:44,1,0,Their services are just pathetic  they're always late. They take so much time in delivering the order that a person can cook for themselves & eat it before they deliver the food. Idk how Rebel Foods is even staying alive.,2025-02-23,13:04:56,Hi Harsh! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (AM),Least Priority
EatSure QuickiES Food Delivery,2025-02-23,12:46:12,5,0,Best,2025-02-23,13:01:44,Hi There! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-23,12:39:32,5,0,Best Food App among all other apps.,2025-02-23,12:53:19,Hi There! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-23,12:22:05,5,0,Super,2025-02-23,12:31:17,Hi Sagar! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-23,12:09:11,1,0,This doesn't deliver anywhere in the world smallest network,2025-02-23,12:24:30,Hi There! Although we currently have a presence in many locations throughout India  we are in the process of expanding our reach nationwide. We will make sure to share any relevant feedback with the appropriate department.(AM),Least Priority
EatSure QuickiES Food Delivery,2025-02-23,11:33:21,1,0,Same rates as swiggy and zomato don't install it!!!,2025-02-23,11:50:00,Hi There! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (AM),feature required
EatSure QuickiES Food Delivery,2025-02-23,10:55:48,5,0,excellent service,2025-02-23,11:02:41,Hi There! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-23,10:35:57,5,0,Well  supportable,2025-02-23,10:48:54,Hi There! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),feature required
EatSure QuickiES Food Delivery,2025-02-23,01:03:12,5,0,good,2025-02-23,01:06:19,Hey There! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-23,00:32:54,1,0,Worst food delivering company,2025-02-23,00:37:13,Hi Niket! We would request you to please assist with the issue over goodness@eatsure.com  as the ratings signify that you are not satisfied with the product/service. Your complete comment would be helpful so that we get insights on the issue and get that resolved prior. (RB),Least Priority
EatSure QuickiES Food Delivery,2025-02-23,00:30:12,4,0,good 😊,2025-02-23,00:37:58,Hey Manisha! Seeing that you had a 4-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-23,00:18:12,5,0,Best Food Delivery Application,2025-02-23,00:22:40,Hey There! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-22,23:51:03,5,0,Good,2025-02-23,00:06:32,Hey There! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-22,23:22:16,5,0,Good UI and fresh food served. Happy with service,2025-02-22,23:39:12,Hey Tarun! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-22,23:14:26,5,0,Nice delivered good,2025-02-22,23:23:30,Hey There! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-22,23:13:25,1,0,NOT AFFORDABLE,2025-02-22,23:24:14,Hi There! We apologize for any inconvenience caused and assure you that this is not the experience we strive to provide our customers. To address this issue  kindly share your contact number with us at goodness@eatsure.com. (RB),Least Priority
EatSure QuickiES Food Delivery,2025-02-22,23:06:47,5,0,bohot accha hai,2025-02-22,23:24:25,Hey There! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),feature required
EatSure QuickiES Food Delivery,2025-02-22,23:02:29,1,0,Gps not working😂,2025-02-22,23:26:02,Hi There! We apologize for any inconvenience caused and assure you that this is not the experience we strive to provide our customers. To address this issue  kindly share your contact number with us at goodness@eatsure.com. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-22,22:36:57,5,0,Best service to time being delivery,2025-02-22,22:53:23,Hey Sonu! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-22,22:30:01,1,0,Chicken biryani,2025-02-22,22:33:45,Hi Anil! We would request you to please assist with the issue over goodness@eatsure.com  as the ratings signify that you are not satisfied with the product/service. Your complete comment would be helpful so that we get insights on the issue and get that resolved prior. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-22,22:29:31,1,0,Issue with order,2025-02-22,22:35:32,Hi Nikhil! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order Id and contact number at goodness@eatsure.com so that we can fix this for you. (RB),Least Priority
EatSure QuickiES Food Delivery,2025-02-22,22:28:00,5,0,Good among the others   Authentic and good and few places to choose from Makes it trustworthy and so easy. Good food- that' sure  it's eatsure.,2025-02-22,22:36:13,Hey Satyam! Thank you so much for your kind words! 🙌 Your satisfaction is our top priority  and we're committed to continually serving you delicious and safe meals. We appreciate your support and can't wait to have you back for more culinary delights. 😊 (RB),feature required
EatSure QuickiES Food Delivery,2025-02-22,21:54:50,5,0,instead of zomato order from this app  best service u ll get,2025-02-22,22:13:28,Hey Gopi! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-22,21:51:57,5,0,good,2025-02-22,22:13:35,Hey There! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-22,21:25:38,5,0,I ordered food from est sure multiple times....best in every aspect. Taste .packaging. everything abut eat sure is best best best .I just loved 😍 🥰 ❤️ the food.thank u for giving us this much best food..,2025-02-22,21:40:15,Hey Prajakta! Thank you so much for your kind words! 🙌 Your satisfaction is our top priority  and we're committed to continually serving you delicious and safe meals. We appreciate your support and can't wait to have you back for more culinary delights. 😊 (RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-22,21:12:16,5,0,It's ok,2025-02-22,21:19:12,Hey Jaspreet! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-22,20:59:18,5,0,Food court on an app. One of the early platforms with different resturants to order from that too in group. With an average time of 45 minute delivery.,2025-02-22,21:17:13,Hey Nidhi! Thanks for the twinkling 5 stars!! (RB),feature required
EatSure QuickiES Food Delivery,2025-02-22,20:57:26,5,0,Great app. Great food.,2025-02-22,21:18:08,Hey There! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-22,20:23:44,1,0,HORRIBLE!! IF I COULD GIVE 0 STARS I WOULD I WAS SUPPOSED TO GET MY MONEY REFUND BUT NOT RECEIVED AT ALL  THE APP SAYS NONSENSE THAT ITS REFUNDED BUT NOTHING REACHED NOT ONLY THAT BUT ORDERS TAKE ALWAYS MORE THAN AN HOUR TO COME HIGHLY DISSATISFIED AND DISAPPOINTED!!!,2025-02-22,20:30:33,Hi Saanvi! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order Id and contact number at goodness@eatsure.com so that we can fix this for you. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-22,19:21:46,2,0,Have been using eatsure for a long time. But recently they are making delivery executives pester customers for on-the-spot rating  and also for a picture of the rating. Pls don't make them do this. Pls find a different way to incentivize them. Uninstalling app since this is the 2nd time facing such issue. I don't want them coming here when I am not home  and pestering my kids.,2025-02-22,19:32:35,Hi Pruthvi! We apologize for any inconvenience caused and assure you that this is not the experience we strive to provide our customers. To address this issue  kindly share your contact number with us at goodness@eatsure.com. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-22,19:19:32,1,0,First Time order coupon never work. It always says max coupon applied when it isn't even near to the other coupon,2025-02-22,19:33:30,Hi There! We apologize for any inconvenience caused and assure you that this is not the experience we strive to provide our customers. To address this issue  kindly share your contact number with us at goodness@eatsure.com. (RB),Least Priority
EatSure QuickiES Food Delivery,2025-02-22,18:49:19,5,0,Nice,2025-02-22,19:09:12,Hey Harsh! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-22,18:39:38,5,0,Best app ever,2025-02-22,18:45:04,Hi Sandesh! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-22,17:47:03,4,0,Food options are limited. But then it comes to taste it great. And also value for money.,2025-02-22,17:58:19,Hi There! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),feature required
EatSure QuickiES Food Delivery,2025-02-22,17:10:54,4,0,Good food and good application,2025-02-22,17:15:04,Hi Kajal! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),feature required
EatSure QuickiES Food Delivery,2025-02-22,16:47:02,5,0,Woww...loved it never had such an experience with any other app  the service and the smoothness ...just loved it 💕.Hoping for your growth soon!!!,2025-02-22,16:59:55,Hi Sushmitha! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Medium Priority
EatSure QuickiES Food Delivery,2025-02-22,16:26:17,5,0,Good services,2025-02-22,16:52:45,Hi Swapnil! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Medium Priority
EatSure QuickiES Food Delivery,2025-02-22,15:52:41,2,0,Rating after using the app twice in the same month. You might get really great discounts but the quality of food is really bad. I'm not sure what's the issue  but the same fasso roll when ordered from EatSure tasted totally different and low quality. Cheese Melt roll was Aachari  less paneer filling and had black particles/ flakes (happen when the utensils is not cleaned properly or is old). Another day ordered dal makhni rice bowl and had food poisoning  maybe the daal was not fresh.,2025-02-22,16:00:06,Hi Anjali! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (AM),feature required
EatSure QuickiES Food Delivery,2025-02-22,15:10:42,5,0,Super tasty food,2025-02-22,15:38:38,Hi Dheeraj! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-22,14:57:12,5,0,Good service by the eatsure,2025-02-22,15:21:49,Hi There! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-22,14:26:59,5,0,What s Service,2025-02-22,14:44:15,Hey Shubham! Seeing that you had a 5-star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(AM),feature required
EatSure QuickiES Food Delivery,2025-02-22,13:36:58,5,0,Okok,2025-02-22,13:40:27,Hey There! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(AM),Medium Priority
EatSure QuickiES Food Delivery,2025-02-22,13:24:23,4,0,Great app which offers you muliptle cusines to order at once and deals are mind blowing.,2025-02-22,13:43:18,Hi Saurabh! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-22,11:15:10,1,0,The most unreliable customer service   I ordered food from Wendy's and experienced delivery fraud   when reached out to customer service  I was treated like I'm the one at fault   they were very unhelpful  they should shut down   it's a useless platform  explains why most popular fast food chains dont work with them  big L,2025-02-22,11:24:00,Hi Meena! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (AM),Least Priority
EatSure QuickiES Food Delivery,2025-02-22,07:41:50,5,0,Loved my first experience on the app. Got amazing offers and the delivery was quick. Recommended.,2025-02-22,09:06:15,Hey There! Seeing that you had a 5-star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-22,03:23:49,5,0,I injoy every order,2025-02-22,03:29:51,Hey Pardeep! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),feature required
EatSure QuickiES Food Delivery,2025-02-22,03:17:59,5,0,Nice 👍🙂,2025-02-22,03:30:22,Hey Preeti! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-22,02:10:50,1,0,Worst offers... zomato and swiggy are better.,2025-02-22,02:14:16,Hi Saurav! We apologize for any inconvenience caused and assure you that this is not the experience we strive to provide our customers. To address this issue  kindly share your contact number with us at goodness@eatsure.com. (RB),Least Priority
EatSure QuickiES Food Delivery,2025-02-22,01:19:05,1,0,They provide wrost service  if your order is goes cancelled  they not provided refund till yet he said that go to your bank and accept refund Wrost customer care services Don't trust these types of app They cheated me 350+ rupsees,2025-02-22,01:30:49,Hi There! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order Id and contact number at goodness@eatsure.com so that we can fix this for you. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-22,00:45:21,1,0,Ofecers or not correct,2025-02-22,00:59:54,Hi Abhi! We apologize for any inconvenience caused and assure you that this is not the experience we strive to provide our customers. To address this issue  kindly share your contact number with us at goodness@eatsure.com. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-21,23:28:23,5,0,Quite great experience better than other food delivery apps great coupons and offers.. overall great experience,2025-02-21,23:53:58,Hey There! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-21,22:52:37,5,0,You can't imagine much here  instead you will find something pure and light here,2025-02-21,23:02:21,Hey Sonu! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-21,22:50:14,5,0,Very good app,2025-02-21,23:02:54,Hey Anjali! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-21,21:33:15,5,0,Food is so good and Yummy fast delivery 👌👌,2025-02-21,21:42:38,Hey Abhay! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-21,21:24:39,5,0,Excellent App.The food delivered in terms of quality and serving is good and so is the delivery on time.,2025-02-21,21:40:28,Hey Devaraj! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-21,21:18:53,4,0,Had ordered 2 chicken biryanis from Behrouz and 2 Egg Biryanis from Thalaiva  though no doubts about the good taste  In place of Egg Biryanis..Chicken biryanis were delivered,2025-02-21,21:38:59,Hi Neha! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order Id and contact number at goodness@eatsure.com so that we can fix this for you. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-21,20:59:01,5,0,Great experience  good offers,2025-02-21,21:11:40,Hey Adarsh! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-21,20:47:37,4,0,Quality ✅️,2025-02-21,20:58:30,Hey Vishal! Seeing that you had a 4-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-21,19:39:27,5,0,Very good experience 😃 and the wrap 🌯 i ordered was quite tasty 😋,2025-02-21,19:56:47,Hey Devendra! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-21,19:04:16,5,0,Good experience  till now.,2025-02-21,19:11:58,Hey Kuljit! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-21,18:18:34,2,0,No offer,2025-02-21,18:51:08,Hi There! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (AM),Least Priority
EatSure QuickiES Food Delivery,2025-02-21,18:09:52,5,0,Love this app. Amazing options at very reasonable rates and so much discounts. Lovin every bit of it.,2025-02-21,18:52:26,Hi Yadnesh! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-21,16:59:57,1,0,Useless app. They will delay the order for an hour and then deliver extremely food (surprising in this hot weather in Mumbai) and then say we'll try better next time. Use Zomato/Swiggy/MagicPIN but not these people. Beyond worst.,2025-02-21,17:06:19,Hi Shwetanshu! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (AM),Least Priority
EatSure QuickiES Food Delivery,2025-02-21,16:50:03,5,0,Superb,2025-02-21,17:09:59,Hi Ashim! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-21,15:54:02,5,0,1. Good coupons and offers. 2. Wide variety,2025-02-21,16:11:29,Hi Allen! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-21,15:28:23,5,0,Very nice food 😋,2025-02-21,15:39:10,Hi Priti! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Medium Priority
EatSure QuickiES Food Delivery,2025-02-21,14:18:27,5,0,Good,2025-02-21,14:32:02,Hi Vishnuvardhan! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Medium Priority
EatSure QuickiES Food Delivery,2025-02-21,12:58:04,5,0,very good service thanks eatsure,2025-02-21,14:29:32,Hi Jogindar! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Top Priority
EatSure QuickiES Food Delivery,2025-02-21,12:22:08,5,0,Very good,2025-02-21,14:28:37,Hi Sourav! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Medium Priority
EatSure QuickiES Food Delivery,2025-02-21,11:55:24,5,0,Good,2025-02-21,14:17:49,Hi Vijay! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (AM),Medium Priority
EatSure QuickiES Food Delivery,2025-02-21,00:34:49,5,0,Nice,2025-02-21,00:55:41,Hey Manoj! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-21,00:31:55,5,0,write time for delivery.,2025-02-21,00:37:11,Hey Ritesh! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),feature required
EatSure QuickiES Food Delivery,2025-02-20,23:24:28,5,0,it's really very nice,2025-02-20,23:37:47,Hey Kiran! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-20,22:43:02,5,0,Eatsure I m enjoying food very very tasty best price good packing I m very happy,2025-02-20,22:50:15,Hey Rinky! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-20,22:26:34,1,0,Actually inhad been told that burger is buy 1 get 1 free ....but they sent only 1 burger ...also delivery boy did not cancelled order....just waste of money,2025-02-20,22:38:50,Hi Kiran! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order Id and contact number at goodness@eatsure.com so that we can fix this for you. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-20,21:07:34,5,0,Nice,2025-02-20,21:21:15,Hey Nikhil! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-20,20:58:36,1,0,One of the worst apps by a long way when it comes to customer support. Will delay the delivery every single time and will serve you cold food. Can't talk to any real person related to these issues because their customer care is non existent. All you get is AI chatbot. Order only if you have the will to wait for over an hour and want to eat cold food.,2025-02-20,21:08:08,Hi Nikhil! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order Id and contact number at goodness@eatsure.com so that we can fix this for you. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-20,20:48:36,5,0,Good,2025-02-20,21:03:45,Hey There! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-20,20:47:51,5,0,Delivery partners are really cordial,2025-02-20,21:04:37,Hey There! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-20,20:38:19,5,0,Shaandar Great innovation all in one,2025-02-20,20:48:40,Hey There! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-20,20:25:13,5,0,great experience,2025-02-20,20:32:56,Hey Ankush! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Top Priority
EatSure QuickiES Food Delivery,2025-02-20,20:06:13,5,0,Gret,2025-02-20,20:19:51,Hey There! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-20,19:16:36,1,0,Useless offers. Getting same food with more cheaper at others.,2025-02-20,19:40:51,Hi Pradip! We apologize for any inconvenience caused and assure you that this is not the experience we strive to provide our customers. To address this issue  kindly share your contact number with us at goodness@eatsure.com. (RB),Least Priority
EatSure QuickiES Food Delivery,2025-02-20,19:12:43,1,0,Ordered Rice Bowl ( The Good Bowl)  provided rotten and smelly food. Quality for rice bowl is worse not sure how old these rice bowls are. Not upto the standard,2025-02-20,19:15:34,Hi There! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your Order Id and contact number at goodness@eatsure.com so that we can fix this for you. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-20,19:01:10,5,0,good,2025-02-20,19:16:35,Hey There! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-20,18:45:06,1,0,Faaltu update app is lagging now,2025-02-20,19:07:49,Hi There! We apologize for any inconvenience caused and assure you that this is not the experience we strive to provide our customers. To address this issue  kindly share your contact number with us at goodness@eatsure.com. (RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-20,18:39:52,5,0,nice app,2025-02-20,19:06:54,Hey There! Seeing that you had a 5-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),Medium Priority
EatSure QuickiES Food Delivery,2025-02-20,18:15:18,1,0,oven story pizza in this app is absolutely bad tasting  the after taste is even bad. looks like they just bought some frozen pizza base and assembled it in oven story.,2025-02-20,19:04:25,Hi There! We apologize for any inconvenience caused and assure you that this is not the experience we strive to provide our customers. To address this issue  kindly share your Order Id and contact number with us at goodness@eatsure.com. (RB),feature required
EatSure QuickiES Food Delivery,2025-02-20,18:14:02,4,0,10k times better from Scammer Zomato n Swiggy for Hidden charges  wrong order  stale food  un-hygiene Food chains long lists.,2025-02-20,19:05:53,Hey There! Seeing that you had a 4-Star experience is the best thing we could hope for! Your review means a lot to us. Thank you for choosing us. We look forward to serving you for many years to come! 😊(RB),feature required
EatSure QuickiES Food Delivery,2025-02-20,16:07:04,5,0,IT'S GOOD BUT BOWL QUANTITY IS SOMEWHAT LESS,2025-02-20,16:42:21,Hey Tejus! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (NM),Medium Priority
EatSure QuickiES Food Delivery,2025-02-20,15:31:49,1,0,Not available in my location  try to reach pan INDIA,2025-02-20,16:41:05,Hi Ashis! That is certainly not the experience we intend for our customers and we do apologize for any inconvenience. Kindly share your contact number at goodness@eatsure.com so that we can fix this for you. (NM),feature required
EatSure QuickiES Food Delivery,2025-02-20,14:22:14,5,0,Good food and delivery was on exact time.. Chef provided a note along with meal which was really thoughtful and heart touching ❤️,2025-02-20,14:48:41,Hey Sahil! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (NM),Top Priority
EatSure QuickiES Food Delivery,2025-02-20,14:05:44,5,0,Best experience yet so far.,2025-02-20,14:46:20,Hey Mayur! Thanks for leaving us such a wonderful review. We are thrilled that you loved the experience. For any additional feedback  feel free to drop an email to goodness@eatsure.com. (NM),Top Priority
